,payment_type_id,payment_type,payment_type_name
45135,45135,1,Credit card
45136,45136,2,Cash
45137,45137,1,Credit card
45138,45138,1,Credit card
45139,45139,1,Credit card
45140,45140,2,Cash
45141,45141,1,Credit card
45142,45142,1,Credit card
45143,45143,1,Credit card
45144,45144,2,Cash
45145,45145,2,Cash
45146,45146,1,Credit card
45147,45147,1,Credit card
45148,45148,1,Credit card
45149,45149,2,Cash
45150,45150,2,Cash
45151,45151,1,Credit card
45152,45152,1,Credit card
45153,45153,1,Credit card
45154,45154,1,Credit card
45155,45155,2,Cash
45156,45156,2,Cash
45157,45157,1,Credit card
45158,45158,1,Credit card
45159,45159,1,Credit card
45160,45160,1,Credit card
45161,45161,1,Credit card
45162,45162,1,Credit card
45163,45163,2,Cash
45164,45164,1,Credit card
45165,45165,1,Credit card
45166,45166,1,Credit card
45167,45167,2,Cash
45168,45168,1,Credit card
45169,45169,2,Cash
45170,45170,2,Cash
45171,45171,1,Credit card
45172,45172,2,Cash
45173,45173,1,Credit card
45174,45174,1,Credit card
45175,45175,1,Credit card
45176,45176,1,Credit card
45177,45177,1,Credit card
45178,45178,1,Credit card
45179,45179,1,Credit card
45180,45180,1,Credit card
45181,45181,1,Credit card
45182,45182,1,Credit card
45183,45183,1,Credit card
45184,45184,1,Credit card
45185,45185,2,Cash
45186,45186,1,Credit card
45187,45187,1,Credit card
45188,45188,1,Credit card
45189,45189,2,Cash
45190,45190,1,Credit card
45191,45191,2,Cash
45192,45192,1,Credit card
45193,45193,1,Credit card
45194,45194,1,Credit card
45195,45195,1,Credit card
45196,45196,2,Cash
45197,45197,1,Credit card
45198,45198,1,Credit card
45199,45199,1,Credit card
45200,45200,1,Credit card
45201,45201,1,Credit card
45202,45202,1,Credit card
45203,45203,1,Credit card
45204,45204,2,Cash
45205,45205,1,Credit card
45206,45206,1,Credit card
45207,45207,2,Cash
45208,45208,1,Credit card
45209,45209,1,Credit card
45210,45210,1,Credit card
45211,45211,2,Cash
45212,45212,2,Cash
45213,45213,1,Credit card
45214,45214,1,Credit card
45215,45215,1,Credit card
45216,45216,1,Credit card
45217,45217,1,Credit card
45218,45218,2,Cash
45219,45219,2,Cash
45220,45220,1,Credit card
45221,45221,1,Credit card
45222,45222,2,Cash
45223,45223,2,Cash
45224,45224,1,Credit card
45225,45225,1,Credit card
45226,45226,2,Cash
45227,45227,2,Cash
45228,45228,1,Credit card
45229,45229,2,Cash
45230,45230,2,Cash
45231,45231,1,Credit card
45232,45232,2,Cash
45233,45233,1,Credit card
45234,45234,2,Cash
45235,45235,1,Credit card
45236,45236,2,Cash
45237,45237,1,Credit card
45238,45238,2,Cash
45239,45239,2,Cash
45240,45240,2,Cash
45241,45241,1,Credit card
45242,45242,1,Credit card
45243,45243,1,Credit card
45244,45244,2,Cash
45245,45245,1,Credit card
45246,45246,2,Cash
45247,45247,2,Cash
45248,45248,1,Credit card
45249,45249,1,Credit card
45250,45250,1,Credit card
45251,45251,1,Credit card
45252,45252,2,Cash
45253,45253,2,Cash
45254,45254,1,Credit card
45255,45255,2,Cash
45256,45256,2,Cash
45257,45257,1,Credit card
45258,45258,1,Credit card
45259,45259,1,Credit card
45260,45260,1,Credit card
45261,45261,2,Cash
45262,45262,1,Credit card
45263,45263,2,Cash
45264,45264,1,Credit card
45265,45265,1,Credit card
45266,45266,1,Credit card
45267,45267,1,Credit card
45268,45268,1,Credit card
45269,45269,1,Credit card
45270,45270,1,Credit card
45271,45271,1,Credit card
45272,45272,1,Credit card
45273,45273,1,Credit card
45274,45274,1,Credit card
45275,45275,2,Cash
45276,45276,2,Cash
45277,45277,2,Cash
45278,45278,1,Credit card
45279,45279,1,Credit card
45280,45280,2,Cash
45281,45281,2,Cash
45282,45282,1,Credit card
45283,45283,2,Cash
45284,45284,1,Credit card
45285,45285,1,Credit card
45286,45286,1,Credit card
45287,45287,1,Credit card
45288,45288,1,Credit card
45289,45289,2,Cash
45290,45290,1,Credit card
45291,45291,1,Credit card
45292,45292,1,Credit card
45293,45293,2,Cash
45294,45294,2,Cash
45295,45295,1,Credit card
45296,45296,1,Credit card
45297,45297,1,Credit card
45298,45298,1,Credit card
45299,45299,1,Credit card
45300,45300,1,Credit card
45301,45301,2,Cash
45302,45302,1,Credit card
45303,45303,2,Cash
45304,45304,1,Credit card
45305,45305,2,Cash
45306,45306,1,Credit card
45307,45307,1,Credit card
45308,45308,1,Credit card
45309,45309,1,Credit card
45310,45310,1,Credit card
45311,45311,1,Credit card
45312,45312,1,Credit card
45313,45313,2,Cash
45314,45314,1,Credit card
45315,45315,2,Cash
45316,45316,1,Credit card
45317,45317,2,Cash
45318,45318,2,Cash
45319,45319,1,Credit card
45320,45320,1,Credit card
45321,45321,1,Credit card
45322,45322,1,Credit card
45323,45323,1,Credit card
45324,45324,2,Cash
45325,45325,1,Credit card
45326,45326,1,Credit card
45327,45327,1,Credit card
45328,45328,2,Cash
45329,45329,2,Cash
45330,45330,1,Credit card
45331,45331,1,Credit card
45332,45332,1,Credit card
45333,45333,2,Cash
45334,45334,1,Credit card
45335,45335,2,Cash
45336,45336,1,Credit card
45337,45337,1,Credit card
45338,45338,1,Credit card
45339,45339,1,Credit card
45340,45340,2,Cash
45341,45341,2,Cash
45342,45342,1,Credit card
45343,45343,1,Credit card
45344,45344,2,Cash
45345,45345,1,Credit card
45346,45346,1,Credit card
45347,45347,2,Cash
45348,45348,2,Cash
45349,45349,1,Credit card
45350,45350,2,Cash
45351,45351,1,Credit card
45352,45352,1,Credit card
45353,45353,1,Credit card
45354,45354,1,Credit card
45355,45355,1,Credit card
45356,45356,1,Credit card
45357,45357,2,Cash
45358,45358,2,Cash
45359,45359,1,Credit card
45360,45360,1,Credit card
45361,45361,1,Credit card
45362,45362,2,Cash
45363,45363,1,Credit card
45364,45364,1,Credit card
45365,45365,1,Credit card
45366,45366,2,Cash
45367,45367,1,Credit card
45368,45368,1,Credit card
45369,45369,1,Credit card
45370,45370,1,Credit card
45371,45371,1,Credit card
45372,45372,1,Credit card
45373,45373,2,Cash
45374,45374,1,Credit card
45375,45375,1,Credit card
45376,45376,2,Cash
45377,45377,1,Credit card
45378,45378,1,Credit card
45379,45379,2,Cash
45380,45380,1,Credit card
45381,45381,1,Credit card
45382,45382,1,Credit card
45383,45383,1,Credit card
45384,45384,1,Credit card
45385,45385,2,Cash
45386,45386,1,Credit card
45387,45387,1,Credit card
45388,45388,1,Credit card
45389,45389,2,Cash
45390,45390,1,Credit card
45391,45391,1,Credit card
45392,45392,2,Cash
45393,45393,2,Cash
45394,45394,2,Cash
45395,45395,2,Cash
45396,45396,2,Cash
45397,45397,1,Credit card
45398,45398,1,Credit card
45399,45399,2,Cash
45400,45400,1,Credit card
45401,45401,1,Credit card
45402,45402,1,Credit card
45403,45403,1,Credit card
45404,45404,1,Credit card
45405,45405,2,Cash
45406,45406,1,Credit card
45407,45407,1,Credit card
45408,45408,1,Credit card
45409,45409,1,Credit card
45410,45410,1,Credit card
45411,45411,2,Cash
45412,45412,1,Credit card
45413,45413,2,Cash
45414,45414,2,Cash
45415,45415,1,Credit card
45416,45416,1,Credit card
45417,45417,1,Credit card
45418,45418,1,Credit card
45419,45419,1,Credit card
45420,45420,1,Credit card
45421,45421,2,Cash
45422,45422,1,Credit card
45423,45423,2,Cash
45424,45424,1,Credit card
45425,45425,1,Credit card
45426,45426,1,Credit card
45427,45427,1,Credit card
45428,45428,1,Credit card
45429,45429,1,Credit card
45430,45430,1,Credit card
45431,45431,1,Credit card
45432,45432,2,Cash
45433,45433,1,Credit card
45434,45434,1,Credit card
45435,45435,2,Cash
45436,45436,2,Cash
45437,45437,2,Cash
45438,45438,1,Credit card
45439,45439,2,Cash
45440,45440,1,Credit card
45441,45441,1,Credit card
45442,45442,1,Credit card
45443,45443,1,Credit card
45444,45444,1,Credit card
45445,45445,2,Cash
45446,45446,2,Cash
45447,45447,1,Credit card
45448,45448,2,Cash
45449,45449,2,Cash
45450,45450,2,Cash
45451,45451,2,Cash
45452,45452,1,Credit card
45453,45453,1,Credit card
45454,45454,2,Cash
45455,45455,2,Cash
45456,45456,1,Credit card
45457,45457,1,Credit card
45458,45458,1,Credit card
45459,45459,2,Cash
45460,45460,1,Credit card
45461,45461,1,Credit card
45462,45462,1,Credit card
45463,45463,1,Credit card
45464,45464,1,Credit card
45465,45465,1,Credit card
45466,45466,1,Credit card
45467,45467,1,Credit card
45468,45468,1,Credit card
45469,45469,2,Cash
45470,45470,2,Cash
45471,45471,2,Cash
45472,45472,1,Credit card
45473,45473,2,Cash
45474,45474,2,Cash
45475,45475,2,Cash
45476,45476,1,Credit card
45477,45477,1,Credit card
45478,45478,1,Credit card
45479,45479,1,Credit card
45480,45480,1,Credit card
45481,45481,1,Credit card
45482,45482,1,Credit card
45483,45483,1,Credit card
45484,45484,1,Credit card
45485,45485,2,Cash
45486,45486,2,Cash
45487,45487,1,Credit card
45488,45488,2,Cash
45489,45489,2,Cash
45490,45490,1,Credit card
45491,45491,2,Cash
45492,45492,1,Credit card
45493,45493,2,Cash
45494,45494,1,Credit card
45495,45495,2,Cash
45496,45496,1,Credit card
45497,45497,2,Cash
45498,45498,2,Cash
45499,45499,2,Cash
45500,45500,1,Credit card
45501,45501,1,Credit card
45502,45502,1,Credit card
45503,45503,1,Credit card
45504,45504,2,Cash
45505,45505,1,Credit card
45506,45506,1,Credit card
45507,45507,2,Cash
45508,45508,1,Credit card
45509,45509,1,Credit card
45510,45510,2,Cash
45511,45511,2,Cash
45512,45512,1,Credit card
45513,45513,1,Credit card
45514,45514,1,Credit card
45515,45515,2,Cash
45516,45516,1,Credit card
45517,45517,1,Credit card
45518,45518,2,Cash
45519,45519,2,Cash
45520,45520,1,Credit card
45521,45521,1,Credit card
45522,45522,1,Credit card
45523,45523,2,Cash
45524,45524,2,Cash
45525,45525,2,Cash
45526,45526,1,Credit card
45527,45527,1,Credit card
45528,45528,2,Cash
45529,45529,1,Credit card
45530,45530,1,Credit card
45531,45531,1,Credit card
45532,45532,1,Credit card
45533,45533,1,Credit card
45534,45534,1,Credit card
45535,45535,1,Credit card
45536,45536,1,Credit card
45537,45537,1,Credit card
45538,45538,1,Credit card
45539,45539,1,Credit card
45540,45540,1,Credit card
45541,45541,2,Cash
45542,45542,2,Cash
45543,45543,2,Cash
45544,45544,1,Credit card
45545,45545,2,Cash
45546,45546,1,Credit card
45547,45547,2,Cash
45548,45548,1,Credit card
45549,45549,1,Credit card
45550,45550,1,Credit card
45551,45551,1,Credit card
45552,45552,2,Cash
45553,45553,2,Cash
45554,45554,2,Cash
45555,45555,1,Credit card
45556,45556,2,Cash
45557,45557,1,Credit card
45558,45558,2,Cash
45559,45559,2,Cash
45560,45560,1,Credit card
45561,45561,1,Credit card
45562,45562,1,Credit card
45563,45563,1,Credit card
45564,45564,1,Credit card
45565,45565,2,Cash
45566,45566,1,Credit card
45567,45567,1,Credit card
45568,45568,1,Credit card
45569,45569,2,Cash
45570,45570,1,Credit card
45571,45571,1,Credit card
45572,45572,1,Credit card
45573,45573,1,Credit card
45574,45574,1,Credit card
45575,45575,1,Credit card
45576,45576,2,Cash
45577,45577,2,Cash
45578,45578,2,Cash
45579,45579,2,Cash
45580,45580,1,Credit card
45581,45581,1,Credit card
45582,45582,1,Credit card
45583,45583,1,Credit card
45584,45584,1,Credit card
45585,45585,2,Cash
45586,45586,1,Credit card
45587,45587,1,Credit card
45588,45588,1,Credit card
45589,45589,1,Credit card
45590,45590,1,Credit card
45591,45591,2,Cash
45592,45592,1,Credit card
45593,45593,1,Credit card
45594,45594,1,Credit card
45595,45595,1,Credit card
45596,45596,2,Cash
45597,45597,2,Cash
45598,45598,2,Cash
45599,45599,1,Credit card
45600,45600,1,Credit card
45601,45601,1,Credit card
45602,45602,1,Credit card
45603,45603,2,Cash
45604,45604,1,Credit card
45605,45605,2,Cash
45606,45606,1,Credit card
45607,45607,1,Credit card
45608,45608,1,Credit card
45609,45609,1,Credit card
45610,45610,1,Credit card
45611,45611,2,Cash
45612,45612,1,Credit card
45613,45613,1,Credit card
45614,45614,1,Credit card
45615,45615,1,Credit card
45616,45616,2,Cash
45617,45617,2,Cash
45618,45618,2,Cash
45619,45619,1,Credit card
45620,45620,1,Credit card
45621,45621,1,Credit card
45622,45622,1,Credit card
45623,45623,1,Credit card
45624,45624,1,Credit card
45625,45625,1,Credit card
45626,45626,2,Cash
45627,45627,1,Credit card
45628,45628,1,Credit card
45629,45629,2,Cash
45630,45630,1,Credit card
45631,45631,1,Credit card
45632,45632,1,Credit card
45633,45633,1,Credit card
45634,45634,2,Cash
45635,45635,2,Cash
45636,45636,1,Credit card
45637,45637,1,Credit card
45638,45638,1,Credit card
45639,45639,2,Cash
45640,45640,2,Cash
45641,45641,1,Credit card
45642,45642,2,Cash
45643,45643,1,Credit card
45644,45644,1,Credit card
45645,45645,2,Cash
45646,45646,2,Cash
45647,45647,1,Credit card
45648,45648,1,Credit card
45649,45649,1,Credit card
45650,45650,1,Credit card
45651,45651,1,Credit card
45652,45652,1,Credit card
45653,45653,1,Credit card
45654,45654,2,Cash
45655,45655,1,Credit card
45656,45656,1,Credit card
45657,45657,1,Credit card
45658,45658,1,Credit card
45659,45659,2,Cash
45660,45660,1,Credit card
45661,45661,1,Credit card
45662,45662,2,Cash
45663,45663,2,Cash
45664,45664,2,Cash
45665,45665,2,Cash
45666,45666,1,Credit card
45667,45667,2,Cash
45668,45668,1,Credit card
45669,45669,2,Cash
45670,45670,1,Credit card
45671,45671,1,Credit card
45672,45672,1,Credit card
45673,45673,2,Cash
45674,45674,1,Credit card
45675,45675,2,Cash
45676,45676,1,Credit card
45677,45677,2,Cash
45678,45678,2,Cash
45679,45679,2,Cash
45680,45680,2,Cash
45681,45681,2,Cash
45682,45682,2,Cash
45683,45683,1,Credit card
45684,45684,1,Credit card
45685,45685,2,Cash
45686,45686,2,Cash
45687,45687,1,Credit card
45688,45688,1,Credit card
45689,45689,1,Credit card
45690,45690,2,Cash
45691,45691,1,Credit card
45692,45692,2,Cash
45693,45693,1,Credit card
45694,45694,1,Credit card
45695,45695,1,Credit card
45696,45696,2,Cash
45697,45697,2,Cash
45698,45698,1,Credit card
45699,45699,1,Credit card
45700,45700,1,Credit card
45701,45701,2,Cash
45702,45702,2,Cash
45703,45703,2,Cash
45704,45704,1,Credit card
45705,45705,2,Cash
45706,45706,1,Credit card
45707,45707,2,Cash
45708,45708,1,Credit card
45709,45709,2,Cash
45710,45710,1,Credit card
45711,45711,1,Credit card
45712,45712,2,Cash
45713,45713,1,Credit card
45714,45714,1,Credit card
45715,45715,1,Credit card
45716,45716,1,Credit card
45717,45717,1,Credit card
45718,45718,1,Credit card
45719,45719,1,Credit card
45720,45720,1,Credit card
45721,45721,2,Cash
45722,45722,1,Credit card
45723,45723,1,Credit card
45724,45724,2,Cash
45725,45725,1,Credit card
45726,45726,1,Credit card
45727,45727,2,Cash
45728,45728,1,Credit card
45729,45729,1,Credit card
45730,45730,1,Credit card
45731,45731,1,Credit card
45732,45732,1,Credit card
45733,45733,2,Cash
45734,45734,2,Cash
45735,45735,1,Credit card
45736,45736,1,Credit card
45737,45737,1,Credit card
45738,45738,1,Credit card
45739,45739,2,Cash
45740,45740,1,Credit card
45741,45741,1,Credit card
45742,45742,2,Cash
45743,45743,1,Credit card
45744,45744,1,Credit card
45745,45745,1,Credit card
45746,45746,2,Cash
45747,45747,1,Credit card
45748,45748,2,Cash
45749,45749,2,Cash
45750,45750,1,Credit card
45751,45751,2,Cash
45752,45752,2,Cash
45753,45753,1,Credit card
45754,45754,1,Credit card
45755,45755,2,Cash
45756,45756,2,Cash
45757,45757,1,Credit card
45758,45758,1,Credit card
45759,45759,1,Credit card
45760,45760,1,Credit card
45761,45761,1,Credit card
45762,45762,1,Credit card
45763,45763,1,Credit card
45764,45764,2,Cash
45765,45765,2,Cash
45766,45766,1,Credit card
45767,45767,1,Credit card
45768,45768,1,Credit card
45769,45769,1,Credit card
45770,45770,1,Credit card
45771,45771,1,Credit card
45772,45772,2,Cash
45773,45773,2,Cash
45774,45774,1,Credit card
45775,45775,1,Credit card
45776,45776,1,Credit card
45777,45777,2,Cash
45778,45778,1,Credit card
45779,45779,2,Cash
45780,45780,1,Credit card
45781,45781,2,Cash
45782,45782,1,Credit card
45783,45783,2,Cash
45784,45784,2,Cash
45785,45785,1,Credit card
45786,45786,1,Credit card
45787,45787,1,Credit card
45788,45788,1,Credit card
45789,45789,1,Credit card
45790,45790,1,Credit card
45791,45791,1,Credit card
45792,45792,1,Credit card
45793,45793,1,Credit card
45794,45794,1,Credit card
45795,45795,1,Credit card
45796,45796,2,Cash
45797,45797,1,Credit card
45798,45798,1,Credit card
45799,45799,2,Cash
45800,45800,1,Credit card
45801,45801,2,Cash
45802,45802,1,Credit card
45803,45803,1,Credit card
45804,45804,2,Cash
45805,45805,2,Cash
45806,45806,1,Credit card
45807,45807,2,Cash
45808,45808,1,Credit card
45809,45809,1,Credit card
45810,45810,2,Cash
45811,45811,1,Credit card
45812,45812,1,Credit card
45813,45813,1,Credit card
45814,45814,2,Cash
45815,45815,2,Cash
45816,45816,2,Cash
45817,45817,1,Credit card
45818,45818,2,Cash
45819,45819,2,Cash
45820,45820,1,Credit card
45821,45821,1,Credit card
45822,45822,1,Credit card
45823,45823,1,Credit card
45824,45824,2,Cash
45825,45825,2,Cash
45826,45826,2,Cash
45827,45827,2,Cash
45828,45828,1,Credit card
45829,45829,2,Cash
45830,45830,1,Credit card
45831,45831,1,Credit card
45832,45832,1,Credit card
45833,45833,2,Cash
45834,45834,1,Credit card
45835,45835,1,Credit card
45836,45836,1,Credit card
45837,45837,1,Credit card
45838,45838,2,Cash
45839,45839,2,Cash
45840,45840,2,Cash
45841,45841,1,Credit card
45842,45842,2,Cash
45843,45843,1,Credit card
45844,45844,1,Credit card
45845,45845,1,Credit card
45846,45846,1,Credit card
45847,45847,1,Credit card
45848,45848,1,Credit card
45849,45849,1,Credit card
45850,45850,2,Cash
45851,45851,2,Cash
45852,45852,2,Cash
45853,45853,2,Cash
45854,45854,1,Credit card
45855,45855,1,Credit card
45856,45856,1,Credit card
45857,45857,2,Cash
45858,45858,1,Credit card
45859,45859,1,Credit card
45860,45860,2,Cash
45861,45861,1,Credit card
45862,45862,1,Credit card
45863,45863,1,Credit card
45864,45864,1,Credit card
45865,45865,1,Credit card
45866,45866,2,Cash
45867,45867,1,Credit card
45868,45868,2,Cash
45869,45869,1,Credit card
45870,45870,1,Credit card
45871,45871,2,Cash
45872,45872,1,Credit card
45873,45873,1,Credit card
45874,45874,1,Credit card
45875,45875,2,Cash
45876,45876,1,Credit card
45877,45877,1,Credit card
45878,45878,1,Credit card
45879,45879,2,Cash
45880,45880,2,Cash
45881,45881,2,Cash
45882,45882,2,Cash
45883,45883,2,Cash
45884,45884,1,Credit card
45885,45885,1,Credit card
45886,45886,1,Credit card
45887,45887,2,Cash
45888,45888,2,Cash
45889,45889,1,Credit card
45890,45890,1,Credit card
45891,45891,1,Credit card
45892,45892,1,Credit card
45893,45893,1,Credit card
45894,45894,2,Cash
45895,45895,2,Cash
45896,45896,2,Cash
45897,45897,1,Credit card
45898,45898,1,Credit card
45899,45899,1,Credit card
45900,45900,1,Credit card
45901,45901,1,Credit card
45902,45902,1,Credit card
45903,45903,1,Credit card
45904,45904,1,Credit card
45905,45905,1,Credit card
45906,45906,1,Credit card
45907,45907,1,Credit card
45908,45908,1,Credit card
45909,45909,1,Credit card
45910,45910,1,Credit card
45911,45911,2,Cash
45912,45912,1,Credit card
45913,45913,1,Credit card
45914,45914,2,Cash
45915,45915,1,Credit card
45916,45916,1,Credit card
45917,45917,1,Credit card
45918,45918,1,Credit card
45919,45919,1,Credit card
45920,45920,1,Credit card
45921,45921,2,Cash
45922,45922,2,Cash
45923,45923,2,Cash
45924,45924,1,Credit card
45925,45925,1,Credit card
45926,45926,1,Credit card
45927,45927,1,Credit card
45928,45928,1,Credit card
45929,45929,2,Cash
45930,45930,2,Cash
45931,45931,1,Credit card
45932,45932,2,Cash
45933,45933,2,Cash
45934,45934,2,Cash
45935,45935,1,Credit card
45936,45936,1,Credit card
45937,45937,1,Credit card
45938,45938,2,Cash
45939,45939,1,Credit card
45940,45940,1,Credit card
45941,45941,1,Credit card
45942,45942,1,Credit card
45943,45943,2,Cash
45944,45944,1,Credit card
45945,45945,1,Credit card
45946,45946,1,Credit card
45947,45947,1,Credit card
45948,45948,1,Credit card
45949,45949,1,Credit card
45950,45950,1,Credit card
45951,45951,1,Credit card
45952,45952,1,Credit card
45953,45953,1,Credit card
45954,45954,1,Credit card
45955,45955,1,Credit card
45956,45956,1,Credit card
45957,45957,2,Cash
45958,45958,1,Credit card
45959,45959,2,Cash
45960,45960,1,Credit card
45961,45961,1,Credit card
45962,45962,1,Credit card
45963,45963,2,Cash
45964,45964,2,Cash
45965,45965,1,Credit card
45966,45966,1,Credit card
45967,45967,1,Credit card
45968,45968,2,Cash
45969,45969,2,Cash
45970,45970,2,Cash
45971,45971,1,Credit card
45972,45972,2,Cash
45973,45973,1,Credit card
45974,45974,2,Cash
45975,45975,1,Credit card
45976,45976,1,Credit card
45977,45977,1,Credit card
45978,45978,2,Cash
45979,45979,1,Credit card
45980,45980,1,Credit card
45981,45981,1,Credit card
45982,45982,1,Credit card
45983,45983,1,Credit card
45984,45984,1,Credit card
45985,45985,2,Cash
45986,45986,2,Cash
45987,45987,1,Credit card
45988,45988,1,Credit card
45989,45989,2,Cash
45990,45990,2,Cash
45991,45991,2,Cash
45992,45992,2,Cash
45993,45993,1,Credit card
45994,45994,2,Cash
45995,45995,1,Credit card
45996,45996,2,Cash
45997,45997,2,Cash
45998,45998,1,Credit card
45999,45999,1,Credit card
46000,46000,2,Cash
46001,46001,2,Cash
46002,46002,1,Credit card
46003,46003,2,Cash
46004,46004,1,Credit card
46005,46005,1,Credit card
46006,46006,1,Credit card
46007,46007,2,Cash
46008,46008,2,Cash
46009,46009,1,Credit card
46010,46010,1,Credit card
46011,46011,1,Credit card
46012,46012,2,Cash
46013,46013,2,Cash
46014,46014,1,Credit card
46015,46015,1,Credit card
46016,46016,2,Cash
46017,46017,2,Cash
46018,46018,1,Credit card
46019,46019,2,Cash
46020,46020,2,Cash
46021,46021,1,Credit card
46022,46022,1,Credit card
46023,46023,1,Credit card
46024,46024,1,Credit card
46025,46025,1,Credit card
46026,46026,1,Credit card
46027,46027,1,Credit card
46028,46028,1,Credit card
46029,46029,1,Credit card
46030,46030,2,Cash
46031,46031,1,Credit card
46032,46032,1,Credit card
46033,46033,2,Cash
46034,46034,1,Credit card
46035,46035,2,Cash
46036,46036,2,Cash
46037,46037,1,Credit card
46038,46038,2,Cash
46039,46039,1,Credit card
46040,46040,1,Credit card
46041,46041,1,Credit card
46042,46042,1,Credit card
46043,46043,2,Cash
46044,46044,1,Credit card
46045,46045,2,Cash
46046,46046,1,Credit card
46047,46047,1,Credit card
46048,46048,1,Credit card
46049,46049,2,Cash
46050,46050,1,Credit card
46051,46051,2,Cash
46052,46052,1,Credit card
46053,46053,2,Cash
46054,46054,2,Cash
46055,46055,1,Credit card
46056,46056,2,Cash
46057,46057,1,Credit card
46058,46058,1,Credit card
46059,46059,1,Credit card
46060,46060,2,Cash
46061,46061,1,Credit card
46062,46062,2,Cash
46063,46063,1,Credit card
46064,46064,2,Cash
46065,46065,2,Cash
46066,46066,1,Credit card
46067,46067,1,Credit card
46068,46068,1,Credit card
46069,46069,2,Cash
46070,46070,1,Credit card
46071,46071,1,Credit card
46072,46072,1,Credit card
46073,46073,1,Credit card
46074,46074,1,Credit card
46075,46075,1,Credit card
46076,46076,2,Cash
46077,46077,2,Cash
46078,46078,1,Credit card
46079,46079,2,Cash
46080,46080,1,Credit card
46081,46081,1,Credit card
46082,46082,1,Credit card
46083,46083,2,Cash
46084,46084,1,Credit card
46085,46085,1,Credit card
46086,46086,2,Cash
46087,46087,2,Cash
46088,46088,2,Cash
46089,46089,1,Credit card
46090,46090,1,Credit card
46091,46091,1,Credit card
46092,46092,1,Credit card
46093,46093,1,Credit card
46094,46094,2,Cash
46095,46095,1,Credit card
46096,46096,2,Cash
46097,46097,1,Credit card
46098,46098,1,Credit card
46099,46099,1,Credit card
46100,46100,1,Credit card
46101,46101,2,Cash
46102,46102,1,Credit card
46103,46103,2,Cash
46104,46104,1,Credit card
46105,46105,2,Cash
46106,46106,1,Credit card
46107,46107,2,Cash
46108,46108,1,Credit card
46109,46109,1,Credit card
46110,46110,1,Credit card
46111,46111,1,Credit card
46112,46112,1,Credit card
46113,46113,1,Credit card
46114,46114,1,Credit card
46115,46115,1,Credit card
46116,46116,2,Cash
46117,46117,1,Credit card
46118,46118,1,Credit card
46119,46119,2,Cash
46120,46120,1,Credit card
46121,46121,1,Credit card
46122,46122,2,Cash
46123,46123,1,Credit card
46124,46124,1,Credit card
46125,46125,2,Cash
46126,46126,1,Credit card
46127,46127,1,Credit card
46128,46128,1,Credit card
46129,46129,1,Credit card
46130,46130,1,Credit card
46131,46131,1,Credit card
46132,46132,2,Cash
46133,46133,1,Credit card
46134,46134,1,Credit card
46135,46135,2,Cash
46136,46136,1,Credit card
46137,46137,1,Credit card
46138,46138,1,Credit card
46139,46139,1,Credit card
46140,46140,2,Cash
46141,46141,1,Credit card
46142,46142,1,Credit card
46143,46143,2,Cash
46144,46144,2,Cash
46145,46145,1,Credit card
46146,46146,2,Cash
46147,46147,1,Credit card
46148,46148,2,Cash
46149,46149,1,Credit card
46150,46150,2,Cash
46151,46151,2,Cash
46152,46152,2,Cash
46153,46153,2,Cash
46154,46154,2,Cash
46155,46155,1,Credit card
46156,46156,1,Credit card
46157,46157,1,Credit card
46158,46158,2,Cash
46159,46159,1,Credit card
46160,46160,1,Credit card
46161,46161,1,Credit card
46162,46162,1,Credit card
46163,46163,1,Credit card
46164,46164,1,Credit card
46165,46165,1,Credit card
46166,46166,2,Cash
46167,46167,1,Credit card
46168,46168,1,Credit card
46169,46169,2,Cash
46170,46170,2,Cash
46171,46171,2,Cash
46172,46172,2,Cash
46173,46173,1,Credit card
46174,46174,1,Credit card
46175,46175,1,Credit card
46176,46176,1,Credit card
46177,46177,1,Credit card
46178,46178,1,Credit card
46179,46179,1,Credit card
46180,46180,1,Credit card
46181,46181,1,Credit card
46182,46182,1,Credit card
46183,46183,1,Credit card
46184,46184,1,Credit card
46185,46185,1,Credit card
46186,46186,1,Credit card
46187,46187,1,Credit card
46188,46188,1,Credit card
46189,46189,2,Cash
46190,46190,2,Cash
46191,46191,1,Credit card
46192,46192,2,Cash
46193,46193,1,Credit card
46194,46194,1,Credit card
46195,46195,2,Cash
46196,46196,1,Credit card
46197,46197,1,Credit card
46198,46198,2,Cash
46199,46199,1,Credit card
46200,46200,1,Credit card
46201,46201,2,Cash
46202,46202,1,Credit card
46203,46203,1,Credit card
46204,46204,2,Cash
46205,46205,2,Cash
46206,46206,2,Cash
46207,46207,2,Cash
46208,46208,2,Cash
46209,46209,1,Credit card
46210,46210,2,Cash
46211,46211,2,Cash
46212,46212,1,Credit card
46213,46213,1,Credit card
46214,46214,2,Cash
46215,46215,1,Credit card
46216,46216,2,Cash
46217,46217,1,Credit card
46218,46218,1,Credit card
46219,46219,1,Credit card
46220,46220,2,Cash
46221,46221,1,Credit card
46222,46222,1,Credit card
46223,46223,1,Credit card
46224,46224,1,Credit card
46225,46225,1,Credit card
46226,46226,1,Credit card
46227,46227,1,Credit card
46228,46228,1,Credit card
46229,46229,2,Cash
46230,46230,2,Cash
46231,46231,1,Credit card
46232,46232,1,Credit card
46233,46233,1,Credit card
46234,46234,1,Credit card
46235,46235,2,Cash
46236,46236,1,Credit card
46237,46237,1,Credit card
46238,46238,1,Credit card
